prod_id,subcategory_id,sub_category_desc,category_id,category_desc,brand_desc,category_desc_eng
197954012,90541,IOG S/LACTOSE SÓLID,95854,IOGURTE SAUDE,PRIVATE LABEL,YOGURT HEALTH
226905011,93989,OUT IOGURTES ESPECIA,95856,IOGURTE ESPECIALIDADES,OIKOS,YOGURT SPECIALTIES
226905012,93989,OUT IOGURTES ESPECIA,95856,IOGURTE ESPECIALIDADES,OIKOS,YOGURT SPECIALTIES
230909010,93994,IOGURTE TRAD AROMAS,95858,IOGURTES TRADICIONAIS,LONGA VIDA,YOGURT TRADITIONAL
230909011,93994,IOGURTE TRAD AROMAS,95858,IOGURTES TRADICIONAIS,LONGA VIDA,YOGURT TRADITIONAL
230909012,93994,IOGURTE TRAD AROMAS,95858,IOGURTES TRADICIONAIS,LONGA VIDA,YOGURT TRADITIONAL
231387002,93989,OUT IOGURTES ESPECIA,95856,IOGURTE ESPECIALIDADES,OIKOS,YOGURT SPECIALTIES
231387003,93989,OUT IOGURTES ESPECIA,95856,IOGURTE ESPECIALIDADES,OIKOS,YOGURT SPECIALTIES
231387004,93989,OUT IOGURTES ESPECIA,95856,IOGURTE ESPECIALIDADES,OIKOS,YOGURT SPECIALTIES
231387005,93989,OUT IOGURTES ESPECIA,95856,IOGURTE ESPECIALIDADES,OIKOS,YOGURT SPECIALTIES
231387006,93989,OUT IOGURTES ESPECIA,95856,IOGURTE ESPECIALIDADES,OIKOS,YOGURT SPECIALTIES
231387007,93989,OUT IOGURTES ESPECIA,95856,IOGURTE ESPECIALIDADES,OIKOS,YOGURT SPECIALTIES
231387008,93989,OUT IOGURTES ESPECIA,95856,IOGURTE ESPECIALIDADES,OIKOS,YOGURT SPECIALTIES
231387009,93989,OUT IOGURTES ESPECIA,95856,IOGURTE ESPECIALIDADES,OIKOS,YOGURT SPECIALTIES
231387011,93989,OUT IOGURTES ESPECIA,95856,IOGURTE ESPECIALIDADES,OIKOS,YOGURT SPECIALTIES
231387012,93989,OUT IOGURTES ESPECIA,95856,IOGURTE ESPECIALIDADES,OIKOS,YOGURT SPECIALTIES
233442011,93985,IOGURTE CRIANCA LIQ,95855,IOGURTE CRIANCA,BONGO,YOGURT CHILD
233442012,93985,IOGURTE CRIANCA LIQ,95855,IOGURTE CRIANCA,BONGO,YOGURT CHILD
233484011,91719,IOGURTE TRADIC SOJA,95858,IOGURTES TRADICIONAIS,PRIVATE LABEL,YOGURT TRADITIONAL
233484012,91719,IOGURTE TRADIC SOJA,95858,IOGURTES TRADICIONAIS,PRIVATE LABEL,YOGURT TRADITIONAL
233551007,93971,IOGURTE BIFIDUS PED,95854,IOGURTE SAUDE,ACTIVIA,YOGURT HEALTH
233551008,93971,IOGURTE BIFIDUS PED,95854,IOGURTE SAUDE,ACTIVIA,YOGURT HEALTH
233551009,93971,IOGURTE BIFIDUS PED,95854,IOGURTE SAUDE,ACTIVIA,YOGURT HEALTH
233551010,93971,IOGURTE BIFIDUS PED,95854,IOGURTE SAUDE,ACTIVIA,YOGURT HEALTH
233551011,93971,IOGURTE BIFIDUS PED,95854,IOGURTE SAUDE,ACTIVIA,YOGURT HEALTH
233551012,93971,IOGURTE BIFIDUS PED,95854,IOGURTE SAUDE,ACTIVIA,YOGURT HEALTH
234415006,93975,IOGURTE MAGRO LIQUID,95854,IOGURTE SAUDE,PRIVATE LABEL,YOGURT HEALTH
234415007,93975,IOGURTE MAGRO LIQUID,95854,IOGURTE SAUDE,PRIVATE LABEL,YOGURT HEALTH
234415008,93975,IOGURTE MAGRO LIQUID,95854,IOGURTE SAUDE,PRIVATE LABEL,YOGURT HEALTH
234415009,93975,IOGURTE MAGRO LIQUID,95854,IOGURTE SAUDE,PRIVATE LABEL,YOGURT HEALTH
234415010,93975,IOGURTE MAGRO LIQUID,95854,IOGURTE SAUDE,PRIVATE LABEL,YOGURT HEALTH
234415011,93975,IOGURTE MAGRO LIQUID,95854,IOGURTE SAUDE,PRIVATE LABEL,YOGURT HEALTH
234415012,93975,IOGURTE MAGRO LIQUID,95854,IOGURTE SAUDE,PRIVATE LABEL,YOGURT HEALTH
234416005,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,PRIVATE LABEL,YOGURT DRINK
234416006,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,PRIVATE LABEL,YOGURT DRINK
234416007,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,PRIVATE LABEL,YOGURT DRINK
234416008,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,PRIVATE LABEL,YOGURT DRINK
234416009,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,PRIVATE LABEL,YOGURT DRINK
234416010,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,PRIVATE LABEL,YOGURT DRINK
234416011,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,PRIVATE LABEL,YOGURT DRINK
234416012,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,PRIVATE LABEL,YOGURT DRINK
234423008,93970,IOGURTE BIFIDUS LIQ,95854,IOGURTE SAUDE,PRIVATE LABEL,YOGURT HEALTH
234423009,93970,IOGURTE BIFIDUS LIQ,95854,IOGURTE SAUDE,PRIVATE LABEL,YOGURT HEALTH
234423010,93970,IOGURTE BIFIDUS LIQ,95854,IOGURTE SAUDE,PRIVATE LABEL,YOGURT HEALTH
234423011,93970,IOGURTE BIFIDUS LIQ,95854,IOGURTE SAUDE,PRIVATE LABEL,YOGURT HEALTH
234423012,93970,IOGURTE BIFIDUS LIQ,95854,IOGURTE SAUDE,PRIVATE LABEL,YOGURT HEALTH
238633010,93976,IOGURTE MAGRO PEDACO,95854,IOGURTE SAUDE,CORPOS DANONE,YOGURT HEALTH
238633011,93976,IOGURTE MAGRO PEDACO,95854,IOGURTE SAUDE,CORPOS DANONE,YOGURT HEALTH
240250009,91791,IOG DEFESAS ACTIVAS,95854,IOGURTE SAUDE,PRIVATE LABEL,YOGURT HEALTH
240250010,91791,IOG DEFESAS ACTIVAS,95854,IOGURTE SAUDE,PRIVATE LABEL,YOGURT HEALTH
240250011,91791,IOG DEFESAS ACTIVAS,95854,IOGURTE SAUDE,PRIVATE LABEL,YOGURT HEALTH
240250012,91791,IOG DEFESAS ACTIVAS,95854,IOGURTE SAUDE,PRIVATE LABEL,YOGURT HEALTH
241119010,93968,IOGURTE BIFIDUS MAGR,95854,IOGURTE SAUDE,ACTIVIA,YOGURT HEALTH
241119011,93968,IOGURTE BIFIDUS MAGR,95854,IOGURTE SAUDE,ACTIVIA,YOGURT HEALTH
241119012,93968,IOGURTE BIFIDUS MAGR,95854,IOGURTE SAUDE,ACTIVIA,YOGURT HEALTH
241120010,93971,IOGURTE BIFIDUS PED,95854,IOGURTE SAUDE,ACTIVIA,YOGURT HEALTH
241121012,90541,IOG S/LACTOSE SÓLID,95854,IOGURTE SAUDE,MIMOSA,YOGURT HEALTH
244315010,93971,IOGURTE BIFIDUS PED,95854,IOGURTE SAUDE,ACTIVIA,YOGURT HEALTH
244315011,93971,IOGURTE BIFIDUS PED,95854,IOGURTE SAUDE,ACTIVIA,YOGURT HEALTH
245329011,93985,IOGURTE CRIANCA LIQ,95855,IOGURTE CRIANCA,PRIVATE LABEL,YOGURT CHILD
245329012,93985,IOGURTE CRIANCA LIQ,95855,IOGURTE CRIANCA,PRIVATE LABEL,YOGURT CHILD
248622010,93975,IOGURTE MAGRO LIQUID,95854,IOGURTE SAUDE,CORPOS DANONE,YOGURT HEALTH
248622011,93975,IOGURTE MAGRO LIQUID,95854,IOGURTE SAUDE,CORPOS DANONE,YOGURT HEALTH
248622012,93975,IOGURTE MAGRO LIQUID,95854,IOGURTE SAUDE,CORPOS DANONE,YOGURT HEALTH
253135010,93987,IOGURTE CRIANCA AROM,95855,IOGURTE CRIANCA,DANONINHO,YOGURT CHILD
253135011,93987,IOGURTE CRIANCA AROM,95855,IOGURTE CRIANCA,DANONINHO,YOGURT CHILD
253135012,93987,IOGURTE CRIANCA AROM,95855,IOGURTE CRIANCA,DANONINHO,YOGURT CHILD
253169011,93987,IOGURTE CRIANCA AROM,95855,IOGURTE CRIANCA,DANONINHO,YOGURT CHILD
253169012,93987,IOGURTE CRIANCA AROM,95855,IOGURTE CRIANCA,DANONINHO,YOGURT CHILD
253170010,93980,IOGURTE BEBE,95855,IOGURTE CRIANCA,DANONINHO,YOGURT CHILD
253170011,93980,IOGURTE BEBE,95855,IOGURTE CRIANCA,DANONINHO,YOGURT CHILD
253170012,93980,IOGURTE BEBE,95855,IOGURTE CRIANCA,DANONINHO,YOGURT CHILD
254057011,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,MIMOSA,YOGURT DRINK
254057012,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,MIMOSA,YOGURT DRINK
254067011,93989,OUT IOGURTES ESPECIA,95856,IOGURTE ESPECIALIDADES,NESTLE,YOGURT SPECIALTIES
254067012,93989,OUT IOGURTES ESPECIA,95856,IOGURTE ESPECIALIDADES,NESTLE,YOGURT SPECIALTIES
254143008,93989,OUT IOGURTES ESPECIA,95856,IOGURTE ESPECIALIDADES,NESTLE,YOGURT SPECIALTIES
254143009,93989,OUT IOGURTES ESPECIA,95856,IOGURTE ESPECIALIDADES,NESTLE,YOGURT SPECIALTIES
254143010,93989,OUT IOGURTES ESPECIA,95856,IOGURTE ESPECIALIDADES,NESTLE,YOGURT SPECIALTIES
254143011,93989,OUT IOGURTES ESPECIA,95856,IOGURTE ESPECIALIDADES,NESTLE,YOGURT SPECIALTIES
254143012,93989,OUT IOGURTES ESPECIA,95856,IOGURTE ESPECIALIDADES,NESTLE,YOGURT SPECIALTIES
266012006,93970,IOGURTE BIFIDUS LIQ,95854,IOGURTE SAUDE,ACTIVIA,YOGURT HEALTH
266012007,93970,IOGURTE BIFIDUS LIQ,95854,IOGURTE SAUDE,ACTIVIA,YOGURT HEALTH
266012008,93970,IOGURTE BIFIDUS LIQ,95854,IOGURTE SAUDE,ACTIVIA,YOGURT HEALTH
266012009,93970,IOGURTE BIFIDUS LIQ,95854,IOGURTE SAUDE,ACTIVIA,YOGURT HEALTH
266012011,93970,IOGURTE BIFIDUS LIQ,95854,IOGURTE SAUDE,ACTIVIA,YOGURT HEALTH
266417009,93975,IOGURTE MAGRO LIQUID,95854,IOGURTE SAUDE,YOGGI,YOGURT HEALTH
266417011,93975,IOGURTE MAGRO LIQUID,95854,IOGURTE SAUDE,YOGGI,YOGURT HEALTH
268607011,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,YOGGI,YOGURT DRINK
269732002,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,DAN UP,YOGURT DRINK
269732003,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,DAN UP,YOGURT DRINK
269732004,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,DAN UP,YOGURT DRINK
269732005,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,DAN UP,YOGURT DRINK
269732006,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,DAN UP,YOGURT DRINK
269732007,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,DAN UP,YOGURT DRINK
269732008,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,DAN UP,YOGURT DRINK
269732009,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,DAN UP,YOGURT DRINK
269732010,93992,IOGURTE LIQUIDO,95857,IOGURTE BEBIDA,DAN UP,YOGURT DRINK
295387005,91791,IOG DEFESAS ACTIVAS,95854,IOGURTE SAUDE,ACTIMEL,YOGURT HEALTH
295387006,91791,IOG DEFESAS ACTIVAS,95854,IOGURTE SAUDE,ACTIMEL,YOGURT HEALTH
295387007,91791,IOG DEFESAS ACTIVAS,95854,IOGURTE SAUDE,ACTIMEL,YOGURT HEALTH
295387008,91791,IOG DEFESAS ACTIVAS,95854,IOGURTE SAUDE,ACTIMEL,YOGURT HEALTH
295387012,91791,IOG DEFESAS ACTIVAS,95854,IOGURTE SAUDE,ACTIMEL,YOGURT HEALTH
296592011,93968,IOGURTE BIFIDUS MAGR,95854,IOGURTE SAUDE,PRIVATE LABEL,YOGURT HEALTH
296592012,93968,IOGURTE BIFIDUS MAGR,95854,IOGURTE SAUDE,PRIVATE LABEL,YOGURT HEALTH
299262011,91720,IOGURTE LIQUIDO SOJA,95857,IOGURTE BEBIDA,PRIVATE LABEL,YOGURT DRINK
299262012,91720,IOGURTE LIQUIDO SOJA,95857,IOGURTE BEBIDA,PRIVATE LABEL,YOGURT DRINK
299893011,93975,IOGURTE MAGRO LIQUID,95854,IOGURTE SAUDE,MIMOSA,YOGURT HEALTH
299893012,93975,IOGURTE MAGRO LIQUID,95854,IOGURTE SAUDE,MIMOSA,YOGURT HEALTH
299894009,93975,IOGURTE MAGRO LIQUID,95854,IOGURTE SAUDE,MIMOSA,YOGURT HEALTH
299894010,93975,IOGURTE MAGRO LIQUID,95854,IOGURTE SAUDE,MIMOSA,YOGURT HEALTH
299894011,93975,IOGURTE MAGRO LIQUID,95854,IOGURTE SAUDE,MIMOSA,YOGURT HEALTH
